brand_name,legal_name,city,address,lat,lng,phone,email,website,voen,stars_grade,tims_status,tims_id,tims_rating,insurance,service_languages,subcategory,sources,azeritour_url,description,pms_detected,pms_confidence,booking_signals,photo_url,created_at,updated_at
Goranboy Olimpiya Idman Kompleksi (Hotel),Goranboy Olimpiya Idman Kompleksi (Hotel),Goranboy,"Goranboy, Azerbaijan",40.60731639999999,46.7807131,994707548484,goranboyoik@mys.az,https://mys.gov.az/qurumlar/olimpiya-idman-kompl,6101884561,,APPROVED,64677605f50cc1c77dd5ea73,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230519171201t-r0000167049,2023-05-19T13:13:41.889Z,2025-04-29T11:56:56.486Z
Piramida Ailəvi İstirahət Mərkəzi,Piramida Ailəvi İstirahət Mərkəzi,Goranboy,Aşağı Ağcakənd,40.4206911,46.5649921,994504293460,farahim83@mail.ru,,8000011952,,APPROVED,65cf0966ac6a950c2ed2174e,,No,,Qonaq evi,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240216110614t-r0000188781,2024-02-16T07:06:14.355Z,2025-04-29T11:56:56.486Z
Qala Hotel,Qala Hotel,Goranboy,"Heydər Əliyev, Goranboy, Azerbaijan",40.6101031,46.7928316,994504417242,qala_hotel@mail.ru,,6101740481,,APPROVED,65dd86aae4f5ddcab3cd77c9,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240227105225t-r0000114647,2024-02-27T06:52:26.044Z,2025-04-29T11:56:56.486Z
"""RETRO"" İSTİRAHƏT MƏRKƏZİ","""RETRO"" İSTİRAHƏT MƏRKƏZİ",Guba,"Quba, Azerbaijan",41.3643024,48.5260928,994552127123,retro.holging@gmail.ru,,1701008561,,APPROVED,660d23b3079b57c3c0e0afb2,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240403133859t-r0000162458,2024-04-03T09:38:59.167Z,2025-04-29T11:56:56.486Z
Alfa-M motel,Alfa-M motel,Guba,"Quba, Azerbaijan",41.3643024,48.5260928,+994707220040,zhrbqsmv74@gmail.com,https://www.instagram.com/motel_alfa_m_quba_aze/,4500299012,,APPROVED,696e15bf10f944d56cfce2c4,,No,,,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260119153007t-r0000139401,2026-01-19T11:30:07.473Z,2026-01-19T11:35:07.079Z
Almabağı Hotel&Villas,Almabağı Hotel&Villas,Guba,"3 Quba-Qəçrəş yolu, Quba, Azerbaijan",41.335734,48.4024904,994502540501,sales@almabagi.az,https://www.almabagi.az/,4501230232,,APPROVED,66193c989cd7be25efc3c6da,,No,,Şəhər Hoteli,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240412175223t-r0000112550,2024-04-12T13:52:24.492Z,2025-04-29T11:56:56.486Z
Arena Hotel Guba,Arena Hotel Guba,Guba,"Quba, Azerbaijan",41.3643024,48.5260928,+994105501919,javid.seyidov@arenahotels.az,https://arenahotels.az/,1501516911,,APPROVED,697b3a9970a9384c4927ba80,,No,,,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260129144649t-r0000161395,2026-01-29T10:46:49.244Z,2026-01-29T11:20:45.789Z
Aynur Hotel and Restourant,Aynur Hotel and Restourant,Guba,"Aynur Hotel&Restaurant, Quba, Azerbaijan",41.346878,48.45232,994503107973,tahirmuradov.1983@gmail.com,,4500017082,,APPROVED,66683d2684751e9e565d608f,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231002123051t-r0000133174,2024-06-11T12:03:50.333Z,2025-04-29T11:56:56.486Z
Aynur Hotel and Restourant,Aynur Hotel and Restourant,Guba,"Quba-Qəçrəş yolu, Qechresh, Azerbaijan",41.3340662,48.3997116,994506024040,info@aynurresort.com,,4501598772,,APPROVED,6644a014e4f5ddcab3cde120,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240515154420t-r0000164927,2024-05-15T11:44:20.055Z,2025-04-29T11:56:56.486Z
Aynurqala Resort,Aynurqala Resort,Guba,"Qəçrəş meşəsi (istirahət zonası), Quba, Azerbaijan",41.3465611,48.4495178,994995100011,guba@gmail.com,https://www.instagram.com/aynurqala.resort/,4500175372,,APPROVED,66c439f6920d986c24775cf4,,No,,,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240820103846t-r0000136158,2024-08-20T06:38:46.722Z,2025-04-29T11:56:56.486Z
Bərpa Spa Mərkəzi,Bərpa Spa Mərkəzi,Guba,"Heydər Əliyev prospekti, Quba, Azerbaijan",41.3611028,48.5108777,994503134530,berpaspamerkezi@gmail.com,,4502618041,,APPROVED,646215029bff11407fb696b2,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230515151826t-r0000147424,2023-05-15T11:18:26.426Z,2025-04-29T11:56:56.486Z
Dağ havası,Dağ havası,Guba,"Afurca, Quba, Azerbaijan",41.1626111,48.6165726,994708794040,info@daghavasi.com,,4500260422,,APPROVED,66065608e4f5ddcab3cd9ee0,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240329094752t-r0000102923,2024-03-29T05:47:52.691Z,2025-04-29T11:56:56.486Z
GOLD HOTEL QUBA,GOLD HOTEL QUBA,Guba,"9 Fətəlixan küçəsi, Red Village, Quba, Azerbaijan",41.3688713,48.5126714,994516352753,goldhotelquba@gmail.com,,4502343462,,APPROVED,65f1aa6f28b53d1e386f6503,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240313141005t-r0000110300,2024-03-13T13:30:23.721Z,2025-04-29T11:56:56.486Z
Maajid Quba Hotel,Maajid Quba Hotel,Guba,"Maajid Quba Hotel & Sanatorium, Quba, Azerbaijan",41.27108010000001,48.3313155,994774922120,infoquba@maajidhotel.az,http://www.maajidhotel.az,2001653662,,APPROVED,645e55cd9bff11407fb690d8,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230512190549t-r0000107438,2023-05-12T15:05:49.425Z,2025-04-29T11:56:56.486Z
Macara Village Resort & Lake Park,Macara Village Resort & Lake Park,Guba,"Macara Village Resort, Quba, Azerbaijan",41.305001,48.569308,994123110177,sales@macaraclub.az,https://macaraclub.az/,4501341671,,APPROVED,64b77f9314f58db1e9867300,,No,,Rezort Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230718160133t-r0000178613,2023-07-19T06:15:47.317Z,2025-04-29T11:56:56.486Z
Mountain Breeze Resort,Mountain Breeze Resort,Guba,"Qırızdəhnə, Quba, Azerbaijan",41.2375803,48.30498310000001,994519993999,mountain.breeze@mail.com,https://www.instagram.com/mountain_breeze_resort_/,4503092432,,APPROVED,66bdedfd920d986c24775aa7,,No,,Şəhər Hoteli,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240815160101t-r0000168711,2024-08-15T12:01:01.420Z,2025-04-29T11:56:56.486Z
Məsdərgah Ailəvi İstirahət Kompleksi,Məsdərgah Ailəvi İstirahət Kompleksi,Guba,"Quba-Qəçrəş yolu, Qechresh, Azerbaijan",41.3340662,48.3997116,994777324040,bayramov.elvir@mail.ru,https://www.instagram.com/mestdargah/,4502737582,,APPROVED,66bdb26c920d986c247758dd,,No,,Şəhər Hoteli,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240815114652t-r0000100131,2024-08-15T07:46:52.412Z,2025-04-29T11:56:56.486Z
Nur İstirahət Mərkəzi,Nur İstirahət Mərkəzi,Guba,"Afurca, Azerbaijan",41.1626111,48.6165726,+994703058282,huseynovruslan998@gmail.com,,4503559362,,APPROVED,692999fc71daca78b73a31ad,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20251128162008t-r0000171040,2025-11-28T12:47:56.385Z,2025-12-01T05:30:13.560Z
Panoramic Hotel,Panoramic Hotel,Guba,"Qırızdəhnə, Azerbaijan",41.2375803,48.30498310000001,994055588809,sekereliyevsalik029@gmail.com,https://www.instagram.com/panoramic.guba/,4700708952,,APPROVED,66e2a559920d986c247771f1,,No,,Şəhər Hoteli,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240912122457t-r0000182408,2024-09-12T08:24:57.808Z,2025-04-29T11:56:56.486Z
Park Orman,Park Orman,Guba,quba qecres yolu,41.3532372,48.4769978,994704400440,rustam.h_1984@mail.ru,,4100313552,,APPROVED,66bc9b55e16582eb63089b31,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240326132359t-r0000146040,2024-08-14T11:56:05.748Z,2025-04-29T11:56:56.486Z
Quba Cənnət Bağı İstirahət Zonası,Quba Cənnət Bağı İstirahət Zonası,Guba,"""CƏNNƏT BAĞI"" Quba istirahət mərkəzi, I Nugadi, Azerbaijan",41.3097064,48.5391865,994502001986,info@cbgroup.az,https://cbgroup.az/az/,7800002431,,APPROVED,652400a9c29cd31ed9786a57,,No,,,TIMS,,,Oracle OPERA,website_scan,Oracle OPERA,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231009173121t-r0000182320,2023-10-09T13:31:21.556Z,2025-04-29T11:56:56.486Z
Quba Palace Hotel,Quba Palace Hotel,Guba,"Əski İqrığ, Azerbaijan",41.3209664,48.5119163,994124043434,info@qubapalace.com,https://qubapalace.com/,1004672541,,APPROVED,6467515de1dabc1a3a62dfe9,,No,,,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20221015170345t-r0000136591,2023-05-19T10:37:17.909Z,2025-04-29T11:56:56.486Z
Quba Plaza Restourant and Hotel,Quba Plaza Restourant and Hotel,Guba,"Quba-Qəçrəş yolu, Qechresh, Azerbaijan",41.3340662,48.3997116,994503041090,g2521666@gmail.com,,4503194292,,APPROVED,663b780ae4f5ddcab3cddd41,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240508170306t-r0000195985,2024-05-08T13:03:06.550Z,2025-04-29T11:56:56.486Z
Quba Vadi Chalet Hotel,Quba Vadi Chalet Hotel,Guba,"Küsnətqazma, Azerbaijan",41.2670876,48.3312529,994706163131,info@qubavadichalet.az,http://qubavadichalet.az/,4501647982,,APPROVED,66e2c8bd4802fe54233c431a,4,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230416192803t-r0000176402,2024-09-12T10:55:57.166Z,2025-04-29T11:56:56.486Z
Randevue Hotel and Restaurant,Randevue Hotel and Restaurant,Guba,"Quba, Azerbaijan",41.3643024,48.5260928,994513447230,nagiyevnuru60@gmail.com,https://www.instagram.com/randevue.quba/,5900006172,,APPROVED,6697b0b6d0f3f05189a59134,,No,,Şəhər Hoteli,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240717155326t-r0000180037,2024-07-17T11:53:26.687Z,2025-04-29T11:56:56.486Z
River Hotel and Restaurant,River Hotel and Restaurant,Guba,"Quba, Azerbaijan",41.3643024,48.5260928,+994705054040,Manafov.elnur1992@mail.ru,,4502566872,,APPROVED,69317a7710f944d56cfcbb2c,,No,,,TIMS + azeritour.az,https://azeritour.az/regnum-hotel-restaurant,"Regnum Hotel & Restaurant — это курортный отель на берегу моря. Гостиница расположена в городе Сумгайыт , несколько километров от Баку. Лето уже почти на носу, и многие уже начали планировать свой отдых. Таким образом, вы можете забронировать номер в отеле Regnum. Трехэтажный отель расположен в Сумгайыте с 28 номерами. Семь номеров относится к категории Twin, 21 к категории Double. В общем 14 номеров имеет восхитительный вид на море. На первом этаже здания есть ресторан, банкетный зал и конференц-зал. Стоимость номеров колеблется, зависит от панорамы с окон и площади комнат. В цену входит бесплатный завтрак. Во всех номерах есть кондиционер, телевизор с плоским экраном, обогреватель и ванная комната. Услуги Regnum Hotel & Restaurant Отель на побережья моря предлагает множество услуг. Есть детская площадка для ваших малышей. Вы можете посетить ресторан насладиться изысканными блюдами. После насыщенного дня не забудьте заглянуть в бар и заказать разнообразные коктейли. Ресеппш отеля работает круглосуточно. К услугам также относится и аренда велосипедов и автомобилей. И самое главное, Regnum Hotel & Restaurant имеет частный пляж.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20251204161135t-r0000177094,2025-12-04T12:11:35.515Z,2025-12-08T13:36:39.821Z
Soyuq Bulaq İstirahət Mərkəzi,Soyuq Bulaq İstirahət Mərkəzi,Guba,"Qəçrəş meşəsi (istirahət zonası), Quba, Azerbaijan",41.3465611,48.4495178,994506402851,umid035@mail.ru,,4501208742,,APPROVED,663e15cbe4f5ddcab3cdde9c,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240510164043t-r0000110299,2024-05-10T12:40:43.195Z,2025-04-29T11:56:56.486Z
Uyut Hotel and Restourant,Uyut Hotel and Restourant,Guba,"Quba-Qəçrəş yolu, Qechresh, Azerbaijan",41.3340662,48.3997116,994502057522,sakhavat3@gmai.com,,7000438522,,APPROVED,663b6f84e4f5ddcab3cddd2b,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240508162644t-r0000115554,2024-05-08T12:26:44.407Z,2025-04-29T11:56:56.486Z
Vələs Garden,Vələs Garden,Guba,"Qəçrəş, Qechresh, Azerbaijan",41.3128125,48.3786875,994504601111,anarhaciyev192@gmail.com,https://www.instagram.com/veles.garden/?hl=en,4501674802,,APPROVED,6527a64f14f58db1e98cf9f5,,No,,Rezort Hotel,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231012113858t-r0000188182,2023-10-12T07:54:55.342Z,2025-04-29T11:56:56.486Z
Xınalıq Qonaq Evi,Xınalıq Qonaq Evi,Guba,"Quba, Azerbaijan",41.3643024,48.5260928,994233354445,xinaliqotel@mail.ru,,4500279372,,APPROVED,65128f1fc29cd31ed978626e,,No,,"Kottec tipli yerləşmə vasitələri (Kottec, dağ evi, bungalov, chalet)",TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230926115823t-r0000134053,2023-09-26T07:58:23.362Z,2025-04-29T11:56:56.486Z
ŞAHDAĞ,ŞAHDAĞ,Guba,"66 Yusif Qasımov, Quba, Azerbaijan",41.3623032,48.5027118,994506666033,reception@shahdaghotel.az,https://www.qubasanatorium.az,4500264531,,APPROVED,6937f64d71daca78b73a77c3,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230728152833t-r0000152686,2025-12-09T10:13:33.238Z,2025-12-16T05:29:54.943Z
ŞANE,ŞANE,Guba,"Quba, Azerbaijan",41.3643024,48.5260928,994519616171,vip.arzu.agayeva@mail.ru,,1402755472,,APPROVED,652925fc14f58db1e98d32e2,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231013151123t-r0000154874,2023-10-13T11:11:56.000Z,2025-04-29T11:56:56.486Z
Şah Quba,Şah Quba,Guba,"4 Quba-Qəçrəş yolu, Qechresh, Azerbaijan",41.335734,48.4024904,994999111188,sahquba@gmail.com,,4500600132,,APPROVED,660fde85e4f5ddcab3cdab9a,,No,,Şəhər Hoteli,TIMS + azeritour.az,https://azeritour.az/sane_hotel,"Shane Hotel Quba расположен в одном из живописных регионов Азербайджана, в Городе Губа . Будь то летом или зимой Губа прекрасна, и хочется остаться там навсегда. Данный отель был сдан в эксплуатацию в 2014 году, здание отеля имеет три этажа, в котором 27 комфортабельных номеров. Из которых 11 двухкомнатных (с высоким сервисом) и 16 однокомнатных. Все комнаты обустроены мягкой мебелью, с изысканным дизайном и цветом.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240405152037t-r0000187236,2024-04-05T11:20:37.237Z,2025-04-29T11:56:56.486Z
Şah Əsəri,Şah Əsəri,Guba,"Küsnət, Quba, Azerbaijan",41.2740208,48.3237605,994503897171,giblaliyeva.turan@hotmail.com,,2701685042,,APPROVED,660e6615e4f5ddcab3cda7f5,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240404123429t-r0000134267,2024-04-04T08:34:29.795Z,2025-04-29T11:56:56.486Z
"""QUSAR GÖL"" RESTORANI","""QUSAR GÖL"" RESTORANI",Gusar,"Qusar, Azerbaijan",41.4266886,48.4345577,994516459520,nizamiibrahimli60@mail.ru,,1502301941,,APPROVED,64ba45f2c29cd31ed978299f,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230721124642t-r0000189080,2023-07-21T08:46:42.673Z,2025-04-29T11:56:56.486Z
"""İLK İNN "" HOTEL","""İLK İNN "" HOTEL",Gusar,"106 Heydər Əliyev, Qusar, Azerbaijan",41.4253953,48.4319845,994508770038,sabina89sultanova@gmail.com,,1406361802,,APPROVED,645e21149bff11407fb68ed4,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230512152052t-r0000129795,2023-05-12T11:20:52.097Z,2025-04-29T11:56:56.486Z
Ahval Otel,Ahval Otel,Gusar,"Ahval, Chilegir, Azerbaijan",41.39353500000001,48.363124,994552058599,baxtiyargasanov@gmail.com,,4701646132,,APPROVED,643c41c6c7a6a5b6924fe35b,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230416224318t-r0000102601,2023-04-16T18:43:18.956Z,2025-04-29T11:56:56.486Z
Arena Otel,Arena Otel,Gusar,"Qusar, Azerbaijan",41.4266886,48.4345577,994515510054,qusar.olimpik@gmail.com,,4700869181,4,APPROVED,66338dcbe4f5ddcab3cdd7fc,,No,,,TIMS + azeritour.az,https://azeritour.az/abu_arena_otel,"Abu Arena hotel не может похвастаться большим числом номеров как к примеру другие гостиницы Баку . Не смотря на это, отличается домашним уютом, качественным сервисом и наличием многими видами развлечений. По истине заслужено гостиница носит статус четырехзвездочного комплекса, так как полностью удовлетворяет данный статус предоставляемыми услугами. Отель находится в нескольких минутах от центра города что делает заведение тихой и спокойной. Тем самым, обеспечивая туристу спокойный отдых. Abu Arena предоставляет постояльцам разные услуги. Есть хорошая возможность для проведения конференций или красочных банкетов. Комнаты отдыха, развлечения, шикарный бильярдный зал, фитнес центр. Предоставляют также и платные услуги, такие как прачечная, охрана, химчистка.",,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240502165747t-r0000162616,2024-05-02T12:57:47.780Z,2025-04-29T11:56:56.486Z
Art İstiarhət Mərkəzi,Art İstiarhət Mərkəzi,Gusar,"Qusar, Azerbaijan",41.4266886,48.4345577,994553331929,yagadadashov@gmai.com,,1602327002,,APPROVED,6633938be4f5ddcab3cdd83c,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240502172219t-r0000162217,2024-05-02T13:22:19.665Z,2025-04-29T11:56:56.486Z
Azpetrol,Azpetrol,Gusar,"Samur, Qusar, Azerbaijan",41.63514,48.44011279999999,994233890324,azpetrol@azpetrol.com,https://azpetrol.az,1700166231,,APPROVED,646705a29bff11407fb6abe8,,No,,"Kottec tipli yerləşmə vasitələri (Kottec, dağ evi, bungalov, chalet)",TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230519091410t-r0000191904,2023-05-19T05:14:10.624Z,2025-04-29T11:56:56.486Z
CHATEAU QUSAR,CHATEAU QUSAR,Gusar,"Çiləgir, Qusar, Azerbaijan",41.3960212,48.3678412,994470648776,muhasibtest@gmail.com,,1300693241,,APPROVED,66348704e4f5ddcab3cdd94c,,No,,Şəhər Hoteli,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240503104108t-r0000143648,2024-05-03T06:41:09.002Z,2025-04-29T11:56:56.486Z
Gacha Gooch Forest,Gacha Gooch Forest,Gusar,"Sahil, Qusar, Azerbaijan",41.4205436,48.4275807,+994556520352,qacaquc@gmail.com,https://gacha-gooch.az/,4501212452,,APPROVED,6977594270a9384c4927b6f1,,No,,,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260126160834t-r0000149776,2026-01-26T12:08:34.977Z,2026-01-29T12:03:00.037Z
Hello Qusar,Hello Qusar,Gusar,"Çingiz Qurbanov, Qusar, Azerbaijan",41.40867009999999,48.39621289999999,994502719376,ramil_bagirov85@mail.ru,,2900640972,,APPROVED,660a50ace4f5ddcab3cda1aa,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240401101404t-r0000129687,2024-04-01T06:14:04.429Z,2025-04-29T11:56:56.486Z
Hilltop Hotel,Hilltop Hotel,Gusar,"Qusar, Azerbaijan",41.4266886,48.4345577,+994559069366,narmin.rzayeva.2000@mail.ru,,4701836102,,APPROVED,69a693fa0954c909d510811b,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260303115538t-r0000102949,2026-03-03T07:55:38.601Z,2026-03-12T12:39:16.345Z
"Hotel ""Classic""","Hotel ""Classic""",Gusar,"Qusar, Azerbaijan",41.4266886,48.4345577,994502273020,Classic.hotel.qusar@gmail.com,,4701690462,,APPROVED,64e8e4aec29cd31ed9785935,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230825212814t-r0000109294,2023-08-25T17:28:14.788Z,2025-04-29T11:56:56.486Z
HİLL PARK,HİLL PARK,Gusar,"QUSAR RAYONU, ÇİLƏGİR",41.3960212,48.3678412,+994774500500,inf@hillpark.az,https://hillpark.az/,1501200082,,APPROVED,696a09eb10f944d56cfce0be,,No,,,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260116135035t-r0000110636,2026-01-16T09:50:35.297Z,2026-01-16T13:15:09.336Z
Ladera Resort Qusar,Ladera Resort Qusar,Gusar,"Qusar, Azerbaijan",41.4266886,48.4345577,994505917757,info@ladera.az,,1002050892,,APPROVED,651fc351c29cd31ed978688b,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231006122031t-r0000180706,2023-10-06T08:20:33.152Z,2025-04-29T11:56:56.486Z
Mount Way Hotel,Mount Way Hotel,Gusar,"Zindanmuruq, Qusar, Azerbaijan",41.3296866,48.1888138,994123110151,a.zeynalov@gmail.com,https://www.instagram.com/mountwayqusar/,2007327472,,APPROVED,65f028f9e4f5ddcab3cd8585,,No,,,TIMS,,,Oracle OPERA; 1C,website_scan,Oracle OPERA; 1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240312140545t-r0000107762,2024-03-12T10:05:45.529Z,2025-04-29T11:56:56.486Z
OLD TOWN,OLD TOWN,Gusar,"Fakhraddin Musayev Street, Qusar, Azerbaijan",41.4232393,48.4249808,+994554110405,maharramlivusal25@gmail.com,,1501620492,,APPROVED,697dc2885a739acd753ce768,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20260131125120t-r0000100886,2026-01-31T08:51:20.877Z,2026-02-02T10:01:28.678Z
PARK CHALET,PARK CHALET,Gusar,"Park Chalet, Shahdag, Autograph Collection, Azerbaijan",41.319593,48.134169,994123102020,zaur.piroglanov@absheronhotelgroup.com,https://www.shahdag.az/az#,1402634221,,APPROVED,64b4f330c29cd31ed97815d3,,No,,,TIMS + azeritour.az,https://azeritour.az/park_chalet_hotel_shahdag,Карта сайта,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230717115216t-r0000103620,2023-07-17T07:52:16.371Z,2025-04-29T11:56:56.486Z
PARK QUSAR İSTİRAHƏT MƏRKƏZİ,PARK QUSAR İSTİRAHƏT MƏRKƏZİ,Gusar,"Əniq, Qusar, Azerbaijan",41.3363399,48.2240925,994554243333,Chief.Accountant@deluxeparkqusar.com,,1505502861,,APPROVED,65240416c29cd31ed9786a69,4,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231009174558t-r0000195820,2023-10-09T13:45:58.308Z,2025-04-29T11:56:56.486Z
Pik Palace,Pik Palace,Gusar,"Pik Palace, Shahdag, Autograph Collection, Azerbaijan",41.318179,48.135354,994123102010,zaur.piroglanov@absheronhotelgroup.com,https://www.shahdag.az/az,1402634221,,APPROVED,6465d7d29bff11407fb6a822,,No,,,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230518114625t-r0000151921,2023-05-18T07:46:26.007Z,2025-04-29T11:56:56.486Z
Qusar Qala,Qusar Qala,Gusar,"Gusar district, Gayakand village, Azerbaijan",41.4206965,48.1766522,994508900707,qusarqala@gmail.com,,1307768431,,APPROVED,64b100cb14f58db1e985d319,,No,,Rezort Hotel,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230502102439t-r0000179727,2023-07-14T08:01:15.054Z,2026-01-16T14:34:01.921Z
RIVER VIEW VILLAS,RIVER VIEW VILLAS,Gusar,"Çiləgir, Qusar, Azerbaijan",41.3960212,48.3678412,994999833883,Efshan.Veyselova@Dline.az,,1406258302,,APPROVED,6633969ce4f5ddcab3cdd85f,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20240502173524t-r0000177644,2024-05-02T13:35:24.264Z,2025-04-29T11:56:56.486Z
Selena Resort,Selena Resort,Gusar,"Aşıq Nüsrət, Qusar, Azerbaijan",41.4367937,48.4439749,994702691994,selena.resort@gmail.com,,4700919592,,APPROVED,643d0a9cc7a6a5b6924fe389,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230417130012t-r0000111945,2023-04-17T09:00:12.490Z,2025-04-29T11:56:56.486Z
Shahdag Mountain Resort,Shahdag Mountain Resort,Gusar,"Shahdag Mountain Resort, Qusar, Azerbaijan",41.3217311,48.14856409999999,994123101110,info@shahdag.az,https://www.shahdag.az/,4700664781,B,APPROVED,6440fe2615182a7ac0a259b7,,No,,,TIMS,,,1C,website_scan,1C,https://data.tourism.gov.az/proxy/stakeholder/getFile/20221013145358t-r0000197184,2023-04-20T08:56:06.188Z,2026-01-26T07:12:07.342Z
Status Hotel,Status Hotel,Gusar,"6 Qusar-Xudat R-5, Qusar, Azerbaijan",41.4315686,48.4437818,994773353838,statushotel@mail.ru,https://planetofhotels.com/azerbaydzhan/gusar,4700011691,,APPROVED,6526852ac29cd31ed9786b05,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20231011152114t-r0000115953,2023-10-11T11:21:14.129Z,2025-04-29T11:56:56.486Z
XUTOROK,XUTOROK,Gusar,"Qusar, Azerbaijan",41.4266886,48.4345577,994507060905,logan-45@mail.ru,,4700714652,,APPROVED,6509464ec29cd31ed978604a,,No,,,TIMS,,,,,,https://data.tourism.gov.az/proxy/stakeholder/getFile/20230919105717t-r0000148977,2023-09-19T06:57:18.027Z,2025-04-29T11:56:56.486Z
